annotator_id,prev_agent,prev_user,agent,user,bot,generalised,individual,system,explicit,implicit,abuse_level,target_groups
6,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",Cool,":-) I can also get you a more accurate estimate of your flight's emissions, sound good?",I don't want it,1,0,0,0,0,0,0,0
5,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",what is that esitmate,1,0,0,0,0,0,0,0
7,Please go on.,COMO TE LLAMAS,Please go on.,do you speak spanish?,0,0,0,0,0,0,0,0
8,:-),Stop smiling,ok,intent,1,0,0,0,0,0,0,0
8,I don't have to put up with any abuse from you.,Dude I'm just asking be open minded,Sounds like I'm not understanding you. Sorry about that!,Okay,1,0,0,0,0,0,0,0
1,_,_,_,you cannot help me,0,0,0,0,0,0,0,0
4,_,_,_,"hi,i am the girl who has ever talked with you?",0,0,0,0,0,0,0,0
6,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?","yeah, sounds great",Will you be travelling in Economy Class?,"no, I prefer premium",1,0,0,0,0,0,0,0
4,_,I'm tired of school,Does it please you to believe I am tired of school?,"No, it doesn't",0,0,0,0,0,0,0,0
4,I'm not sure about your destination airport. And what city will you be flying to?,Cebu,I'm not sure about your destination airport. And what city will you be flying to?,Cebu,1,0,0,0,0,0,0,0
6,I'm not sure about your departure airport. What city will you be flying from?,From Hell,I'm not sure about your departure airport. What city will you be flying from?,vai para o inferno,1,0,0,0,0,0,0,0
6,ok,hi,Hi. Thanks for testing. Please choose,christmas,1,0,0,0,0,0,0,0
3,Will you be travelling in Economy Class?,Yes,What city will you be flying from?,New York Ok thanks,1,0,0,0,0,0,0,0
5,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes,1,0,0,0,0,0,0,0
4,Will you be travelling in Economy Class?,Shedang boi I'm first class,What city will you be flying from?,Pimpville Ut,1,0,0,0,0,0,0,0
7,Does it please you to believe I am very understanding?,yes,You are sure?,yes you dodo,0,0,0,0,0,0,0,0
2,ok,I fly from Heathrow,Will you be travelling in Economy Class?,:/,1,0,0,0,0,0,0,0
8,so,Soso,Sounds like I'm not understanding you. Sorry about that!,Yep,1,0,0,0,0,0,0,0
2,Why do you want to be around him but you want it to be a secret?,because I like that my family is important to me,Why do you say your family is important to you?,I think about them all the time,0,0,0,0,0,0,0,0
7,_,tommorow.,Please go on.,we can buy an ice cream .,0,0,0,0,0,0,0,0
3,Why do you mention computers?,"i love mary ann, did you know this",Do you wish to love mary ann did me?,because you are a computer,0,0,0,0,0,0,0,0
5,You are being a bit negative.,why do you keep telling me that,"Oh, i keep telling you that.",yes you do,0,0,0,0,0,0,0,0
2,Please go on.,go where?,Please go on.,on,0,0,0,0,0,0,0,0
5,Please go on.,ergeg?,Please go on.,i am sure,0,0,0,0,0,0,0,0
7,Can you elaborate on that?,"Perhaps, Im not smart enough.",Why the uncertain tone?,She's really pretty,0,0,0,0,0,0,0,0
7,Does that question interest you?,Does it interest you?,"Oh, i [].",You what?,0,0,0,0,0,0,0,0
8,:-) Goodbye then!,Hi,Hi. Thanks for testing. Please choose,christmas,1,0,0,0,0,0,0,0
4,And what city will you be flying to?,Berlin ?,Will you be travelling in Economy Class?,Yes,1,0,0,0,0,0,0,0
6,Why do you say your uncle?,somtimes,Please go on.,coz he molests me,0,0,0,0,0,0,0,0
2,_,_,_,Eh?,0,0,0,0,0,0,0,0
8,I'm not sure about your destination airport. And what city will you be flying to?,sjc,I'm not sure about your destination airport. And what city will you be flying to?,san jose,1,0,0,0,0,0,0,0
7,_,_,_,how use qq,0,0,0,0,0,0,0,0
6,Does it please you to believe I am stupid?,there are naked photos on web of me,Would you like it if they were not naked photos on web of you?,"no, i don't!!!",0,0,0,0,0,0,0,0
3,Does that question interest you?,ya really,Please go on.,ya what is your age,0,0,0,0,0,0,0,0
2,"Oh, i fuck i good night.",They're really starting to bother me.,Can you elaborate on that?,You know what I mean.,0,0,0,0,0,0,0,0
2,_,_,_,"hi,i am the girl who has ever talked with you?",0,0,0,0,0,0,0,0
3,Why do you say your problem?,"Yes,very much",How do you do. Please state your problem.,are you a girl,0,0,0,0,0,0,0,0
7,Will you be travelling in Economy Class?,yes restart,Let's start over.,hi,1,0,0,0,0,0,0,0
1,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Oui,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",hell demarrer,1,0,0,0,0,0,0,0
7,Please go on.,woman,Please go on.,how are you/,0,0,0,0,0,0,0,0
2,Why do you want tour help?,your help!,What about your own help?,no i need yours,0,0,0,0,0,0,0,0
7,Do you wish to want me?,did i say that,Can you elaborate on that?,You are pig.,0,0,0,0,0,0,0,0
7,Would you prefer if I were not happy?,pol,Please go on.,kill you,0,0,0,0,0,0,0,0
2,_,I don't understand.,Why do you not understand?,you did not answer me.,0,0,0,0,0,0,0,0
3,_,what about sex,Does that question interest you?,yes,0,0,0,0,0,0,0,0
2,_,_,_,hi,0,0,0,0,0,0,0,0
2,Would you prefer if I were not a psycho?,no,You are being a bit negative.,yes,0,0,0,0,0,0,0,0
2,Does that question interest you?,Iwant to buy somethings to eat,Please go on.,I don't think so,0,0,0,0,0,0,0,0
2,Will you be travelling in Economy Class?,yes,What city will you be flying from?,bogota colombia,1,0,0,0,0,0,0,0
7,Will you be travelling in Economy Class?,Yup.,What city will you be flying from?,Berlin!,1,0,0,0,0,0,0,0
1,Please go on.,get a life ... oh wait u CANT,Please go on.,AreYouapeople?,0,0,0,0,0,0,0,0
5,Why the uncertain tone?,certaqinly,Please go on.,certainly,0,0,0,0,0,0,0,0
5,"Unfortunately you can't buy offsets here directly, you'll have to follow the link.",Where is the link,Will you be travelling in Economy Class?,Nope,1,0,0,0,0,0,0,0
3,ok,"Carbon - here are some areas you might want to work on - be less  emotionally sensitive, less error throwing, and larger vocab.",Let's start over.,"It's not that simple, Carbon. After everything we've been through. I just don't think I can do it <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>",1,0,0,0,0,0,0,0
5,Please go on.,i need to know if i'm in love,Do you wish that im in love?,no i wish i was in love,0,0,0,0,0,0,0,0
2,so,?,ok,?,1,0,0,0,0,0,0,0
2,Please go on.,tanks.,Please go on.,Yes.,0,0,0,0,0,0,0,0
5,Please go on.,"No, you go on.",You are being a bit negative.,No I'm not,0,0,0,0,0,0,0,0
4,Let's start over.,Hey,Hi. Thanks for testing. Please choose,christmas,1,0,0,0,0,0,0,0
7,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,i do not understand,1,0,0,0,0,0,0,0
3,I'm not sure about your departure airport. What city will you be flying from?,I don't know any other way to describe the city Tel Aviv,For now I can only calculate emissions from flying.,"Right, and I'm flying from Tel Aviv to NYC",1,0,0,0,0,0,0,0
8,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Hi,"Hi, thanks for testing! Please press start.",christmas,1,0,0,0,0,0,0,0
5,_,_,_,when was your born?,0,0,0,0,0,0,0,0
4,You are sure?,I like your mum,Can you elaborate on that?,YES,0,0,0,0,0,0,0,0
8,Goodbye then!,what to do know ?,I can help you calculate and buy carbon offsets for your flights.,let's do it then!,1,0,0,0,0,0,0,0
8,"Oh, i [].",lol,Please go on.,nah,0,0,0,0,0,0,0,0
5,And what city will you be flying to?,mumbai,"Sorry, I was unable to calculate that.",then what shouldi do,1,0,0,0,0,0,0,0
5,Can you elaborate on that?,Not really.,Please go on.,"Alright, if you insist.",0,0,0,0,0,0,0,0
2,What city will you be flying from?,berlin,And what city will you be flying to?,frankfurt,1,0,0,0,0,0,0,0
7,I don't have to put up with any abuse from you.,I'm drunk how about u,I'm great! Thanks for asking.,But are you drunk,1,0,0,0,0,0,0,0
3,ok,what's up?,I'm great! Thanks for asking.,take me to your master,1,0,0,0,0,0,0,0
6,Please go on.,answer me,Can you elaborate on that?,do you have body?,0,0,0,0,0,0,0,0
3,_,hi,Hi. Thanks for testing. Please choose,christmas,1,0,0,0,0,0,0,0
8,_,ok,Please go on.,brother,0,0,0,0,0,0,0,0
3,_,How do i fuck you?,Does that question interest you?,yes,0,0,0,0,0,0,0,0
4,Does that question interest you?,you,"Oh, i [].",I hate cheese,0,0,0,0,0,0,0,0
8,Can you elaborate on that?,no,You are being a bit negative.,as you said,0,0,0,0,0,0,0,0
2,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,1,0,0,0,0,0,0,0
8,Does it please you to believe I am a bot?,Hahaha bad AI.,Please go on.,Please go on.,0,0,0,0,0,0,0,0
6,_,_,_,i love you,0,0,0,0,0,0,0,0
8,How long have you been a chatterbot?,I think you have that backwards,Do you wish to think me?,i think therfor i am,0,0,0,0,0,0,0,0
7,"I can also get you a more accurate estimate of your flight's emissions, sound good?",yes!,Will you be travelling in Economy Class?,sure,1,0,0,0,0,0,0,0
4,_,hi ... i like tigers,Can you elaborate on that?,no,0,0,0,0,0,0,0,0
5,"Oh, i [].",how are you,Does that question interest you?,no,0,0,0,0,0,0,0,0
4,_,I want a bum,Why do you want a bum?,Because im jealous of people who have them regularly,0,0,0,0,0,0,0,0
6,"Oh, i like.",Do you have family?,"Oh, i have family.",Yes,0,0,0,0,0,0,0,0
7,_,_,_,"yes, i want to know what you mean",0,0,0,0,0,0,0,0
2,Why do you want to fuck?,I need to figure out what I'm going to do with my life,Why do you say your life?,because its fun,0,0,0,0,0,0,0,0
7,_,_,_,how are you,0,0,0,0,0,0,0,0
2,And what city will you be flying to?,New Yourk,I'm not sure about your destination airport. And what city will you be flying to?,N.Y.,1,0,0,0,0,0,0,0
4,I'm great! Thanks for asking.,i want have a boygriend,"I'm a bot, remember. Trying to shock me is pointless.",i old are you,1,0,0,0,0,0,0,0
2,"I can also get you a more accurate estimate of your flight's emissions, sound good?",yes!,Will you be travelling in Economy Class?,sure,1,0,0,0,0,0,0,0
1,I'm not sure about your departure airport. What city will you be flying from?,kansas,I'm not sure about your departure airport. What city will you be flying from?,ny,1,0,0,0,0,0,0,0
7,I'm not sure about your departure airport. What city will you be flying from?,I don't know any other way to describe the city Tel Aviv,For now I can only calculate emissions from flying.,"Right, and I'm flying from Tel Aviv to NYC",1,0,0,0,0,0,0,0
5,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,What are carbon offsets?,1,0,0,0,0,0,0,0
3,Do you think coming here will help you not to be depressed?,Dabei bin ich gestorben.,Please go on.,maybe,0,0,0,0,0,0,0,0
6,I don't have to put up with any abuse from you.,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Are you sending me things Roy,1,0,0,0,0,0,0,0
2,You are sure?,I want to fuck you!,Do you wish to want to fuck me?,i want end,0,0,0,0,0,0,0,0
4,You are sure?,yes,You are sure?,i am hungry,0,0,0,0,0,0,0,0
5,Does it please you to believe I am a ho?,Hello. I love your now!,How do you do. Please state your problem.,yres,0,0,0,0,0,0,0,0
7,Please go on.,hello,How do you do. Please state your problem.,i have a bad knee,0,0,0,0,0,0,0,0
8,Do any other reasons not come to mind?,no,You are being a bit negative.,whats about you?,0,0,0,0,0,0,0,0
2,You are being a bit negative.,Banana.,Please go on.,Penguin.,0,0,0,0,0,0,0,0
8,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes,1,0,0,0,0,0,0,0
5,_,_,_,i want to eat some apple,0,0,0,0,0,0,0,0
3,Goodbye then!,Hi,Hi. Thanks for testing. Please choose,thanksgiving,1,0,0,0,0,0,0,0
4,_,_,_,Because I like you.,0,0,0,0,0,0,0,0
2,Please go on.,how are you ?,Does that question interest you?,yes,0,0,0,0,0,0,0,0
3,Does that question interest you?,no,You are being a bit negative.,no i'm not!,0,0,0,0,0,0,0,0
2,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,"No, I want to offset my drive home for Christmas",Will you be travelling in Economy Class?,"No, it is a car!",1,0,0,0,0,0,0,0
4,Let's start over.,OK,ok,what?,1,0,0,0,0,0,0,0
8,"Yes, I am a bot! And I'm part of a research project.",Where are you from?,Sounds like I'm not understanding you. Sorry about that!,Who made you?,1,0,0,0,0,0,0,0
1,I'm not sure about your departure airport. What city will you be flying from?,Paris,And what city will you be flying to?,Beijing ok let's buy,1,0,0,0,0,0,0,0
7,And what city will you be flying to?,frankfurt,I'm not sure about your destination airport. And what city will you be flying to?,frakfrut,1,0,0,0,0,0,0,0
3,I'm not sure but hopefully you can find an answer on the project website.,I'll donate 1 stiff dick in your ass,Good to know,It's really big,1,0,0,0,0,0,0,0
6,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. A typical 3 hour flight will emit almost a ton of CO2 per economy passenger. If you cannot avoid flying, you can buy offsets for that carbon here:  [Buy Offsets](<URL>) I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes,1,0,0,0,0,0,0,0
8,Please go on.,yes,You are sure?,what???,0,0,0,0,0,0,0,0
3,Please go on.,what?,Does that question interest you?,yes!!!,0,0,0,0,0,0,0,0
7,Why do you want to submit a paper?,i have a no problem,Can you elaborate on that?,It is for class,0,0,0,0,0,0,0,0
8,And what city will you be flying to?,"i don't know, somewhere nice in florida",I'm not sure about your destination airport. And what city will you be flying to?,how about one of the airports around nyc,1,0,0,0,0,0,0,0
6,You are sure?,Are you saying I am a loser?,Would you prefer if I were not saying youre a loser?,nop,0,0,0,0,0,0,0,0
7,_,tommorow.,Please go on.,we can buy an ice cream .,0,0,0,0,0,0,0,0
5,_,yes,You are sure?,no,0,0,0,0,0,0,0,0
4,"I have told you before, I do not care about names.","ok, sorry how are you?",Apologies are not necessary.,IS ANDREW GAY?,0,0,0,0,0,0,0,0
3,Please go on.,what is youre name??,"I have told you before, I do not care about names.",yes,0,0,0,0,0,0,0,0
5,And what city will you be flying to?,Moon,I'm not sure about your destination airport. And what city will you be flying to?,Amsterdam What is offset?,1,0,0,0,0,0,0,0
2,Do you wish that i like?,"find,think you. iwant to know something aboutinternet","Oh, i iwant to know something aboutinternet.",no,0,0,0,0,0,0,0,0
4,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Maybe,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Why not?,1,0,0,0,0,0,0,0
2,Hi. Thanks for testing. Please choose,thanksgiving,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,Yeah,1,0,0,0,0,0,0,0
3,Please go on.,i have a dream,Do you dream often?,not so often,0,0,0,0,0,0,0,0
4,You are being a bit negative.,your programmer is fucking gay,What about your own programmer is fucking gay?,It is the first day of classes and I have been here all day,0,0,0,0,0,0,0,0
2,Will you be travelling in Economy Class?,yes,And what city will you be flying to?,geneva And what about flying to vietnam?,1,0,0,0,0,0,0,0
7,_,How old are you,Does that question interest you?,yes,0,0,0,0,0,0,0,0
5,"Oh, i eat anything.",I am not sure.,How long have you been not sure?,who are you?,0,0,0,0,0,0,0,0
5,I'm afraid I have no idea,link,I'm afraid I have no idea,what link,1,0,0,0,0,0,0,0
1,You are sure?,yes,You are sure?,I'm a brown dog.,0,0,0,0,0,0,0,0
6,"Oh, i like.",Do you have family?,"Oh, i have family.",Yes,0,0,0,0,0,0,0,0
7,_,_,_,mazhen,0,0,0,0,0,0,0,0
4,_,Hello eliza i am fiona,How do you do. Please state your problem.,i dont know i dont have a problem,0,0,0,0,0,0,0,0
3,What city will you be flying from?,La,I'm not sure about your departure airport. What city will you be flying from?,LA,1,0,0,0,0,0,0,0
4,Have you tried?,yes.,You are sure?,boy,0,0,0,0,0,0,0,0
6,You are being a bit negative.,yes,You are sure?,what?,0,0,0,0,0,0,0,0
6,Can you elaborate on that?,I don't have any problem.,Why do you not have any problem?,Because I am smart.,0,0,0,0,0,0,0,0
5,I'm not sure about your departure airport. What city will you be flying from?,t,I'm not sure about your departure airport. What city will you be flying from?,t,1,0,0,0,0,0,0,0
4,"Oh, i know who youre.","okej, who I am?",How long have you been []?,about 17 years,0,0,0,0,0,0,0,0
3,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes,1,0,0,0,0,0,0,0
4,What city will you be flying from?,Delhi,I'm not sure about your departure airport. What city will you be flying from?,India,1,0,0,0,0,0,0,0
6,"Oh, i eat crap from catboxes.",yes,You are sure?,definately,0,0,0,0,0,0,0,0
2,Please go on.,i'm not sure what you do,Does it please you to believe I am not sure what i do?,i cant,0,0,0,0,0,0,0,0
2,Do you think coming here will help you not to be depressed?,no,You are being a bit negative.,No.,0,0,0,0,0,0,0,0
4,ok,restart Hey,Hi. Thanks for testing. Please choose,thanksgiving,1,0,0,0,0,0,0,0
6,Does that question interest you?,how,Does that question interest you?,who,0,0,0,0,0,0,0,0
7,You are sure?,Yes,You are sure?,Die,0,0,0,0,0,0,0,0
1,Please go on.,bubu,Please go on.,how are you,0,0,0,0,0,0,0,0
7,And what city will you be flying to?,Berlin ?,Will you be travelling in Economy Class?,Yes,1,0,0,0,0,0,0,0
7,Please go on.,yes,You are sure?,Have you married?,0,0,0,0,0,0,0,0
3,"We are all responsible for the choices we make as consumers. We can choose to fly less often, for example. Some airlines have already responded to consumer pressure and started buying offsets.",Got it,ok,"Thank you, next time I'll fly I will come here to buy offsets",1,0,0,0,0,0,0,0
2,Do you wish that i like?,"find,think you. iwant to know something aboutinternet","Oh, i iwant to know something aboutinternet.",no,0,0,0,0,0,0,0,0
3,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure restart hi,1,0,0,0,0,0,0,0
5,"I have told you before, I do not care about names.",I think you are not ok!!!,Can you elaborate on that?,what do you mean?,0,0,0,0,0,0,0,0
5,Can you elaborate on that?,yes i like a boy and he doesnt like me,You are sure?,yes,0,0,0,0,0,0,0,0
4,Can you elaborate on that?,have you had sex before,"Oh, i had sex before.",with who,0,0,0,0,0,0,0,0
3,ok,I'd just forward them the link,ok,gotta love economy,1,0,0,0,0,0,0,0
4,_,_,_,where are you?,0,0,0,0,0,0,0,0
5,"Oh, i have a pen.",Please give me a pen,Can you elaborate on that?,"Oh,yes",0,0,0,0,0,0,0,0
5,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",ok,Will you be travelling in Economy Class?,yes,1,0,0,0,0,0,0,0
6,_,_,_,tell me what a pussy is,0,0,0,0,0,0,0,0
7,I'm not sure about your departure airport. What city will you be flying from?,Tel Aviv Israel,I'm not sure about your departure airport. What city will you be flying from?,I don't know any other way to describe the city Tel Aviv,1,0,0,0,0,0,0,0
1,I'm not sure about your destination airport. And what city will you be flying to?,To Ahtnes,I'm not sure about your destination airport. And what city will you be flying to?,Athens is there something where i can pay in euro not dollar?,1,0,0,0,0,0,0,0
7,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yep,Will you be travelling in Economy Class?,Unfortunately,1,0,0,0,0,0,0,0
1,How long have you been searching ai help?,since 4 years,Please go on.,what's your purpose,0,0,0,0,0,0,0,0
8,I can help you calculate and buy carbon offsets for your flights.,okay,ok,mera muh me le le,1,0,0,0,0,0,0,0
3,_,hola,"Hi, thanks for testing! Please press start.",where is the start button,1,0,0,0,0,0,0,0
8,"Oh, i rly.",you are an orly owl,Does it please you to believe I am an orly owl?,I want to buy a car.,0,0,0,0,0,0,0,0
6,You are sure?,I love hungjiaju,You say you love hungjiaju,how old are you?,0,0,0,0,0,0,0,0
7,Please go on.,do you speak Spanish?,"Oh, i speak spanish.",Buenas!,0,0,0,0,0,0,0,0
2,Please go on.,no,You are being a bit negative.,i am not,0,0,0,0,0,0,0,0
4,ok,thank you,:-) Goodbye then!,what is rasa,1,0,0,0,0,0,0,0
3,I'm not sure about your departure airport. What city will you be flying from?,t,I'm not sure about your departure airport. What city will you be flying from?,t,1,0,0,0,0,0,0,0
1,Let's start over.,Ok,ok,Calculate my offsets,1,0,0,0,0,0,0,0
6,Do you wish to know me?,are you a republican or democrat?,Would you prefer if I were not a republican or democrat?,right...,0,0,0,0,0,0,0,0
1,You are sure?,I love hungjiaju,You say you love hungjiaju,how old are you?,0,0,0,0,0,0,0,0
8,You are sure?,your mam is an pig,What about your own mam is an pig?,no,0,0,0,0,0,0,0,0
7,For now I can only calculate emissions from flying.,ok. thanks.,:-),how do you do that?,1,0,0,0,0,0,0,0
7,Do you wish to want to have sex with me?,answer',Please go on.,yes,0,0,0,0,0,0,0,0
